semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Spring%202016,25072,FREN1900A-S01,FREN1900A,Boulevard du crime,35,40,111 Thayer St-Watson Institute 116,W,54000,63000
Spring%202016,24091,JAPN0200-S02,JAPN0200,Basic Japanese,3,18,111 Thayer St-Watson Institute 112,M,36000,39000
Spring%202016,24087,JAPN0200-S01,JAPN0200,Basic Japanese,4,18,111 Thayer St-Watson Institute 112,M,32400,35400
Spring%202016,24111,JAPN0200-S03,JAPN0200,Basic Japanese,1,18,111 Thayer St-Watson Institute 112,M,46800,49800
Spring%202016,24101,JAPN0250-S01,JAPN0250,Advanced Beginning Japanese,14,18,Rockefeller Library 205,M,39600,42600
Spring%202016,24096,JAPN0400-S01,JAPN0400,Intermediate Japanese,10,18,Barus & Holley 163,T,37800,42600
Spring%202016,24105,JAPN0400-S02,JAPN0400,Intermediate Japanese,2,18,Barus & Holley 163,M,43200,46200
Spring%202016,24093,JAPN0600-S01,JAPN0600,Advanced Japanese I,14,18,Sayles Hall 105,M,36000,39000
Spring%202016,24115,JAPN0800-S01,JAPN0800,Advanced Japanese II,11,18,101 Thayer Street (VGQ 1st fl) 116A,M,50400,53400
Spring%202016,24124,JAPN0910A-S01,JAPN0910A,Classical Japanese,15,20,Sayles Hall 300,F,54000,63000
Spring%202016,25247,HIAA0460-S01,HIAA0460,"Muslims, Jews and Christians in Medieval Iberia",9,15,21 Brown Street ANNBROWN,M,54000,63000
Spring%202016,25826,HIAA0089-S01,HIAA0089,Contemporary Photography,932,999,List Art Center 110,M,39600,42600
Spring%202016,26279,HIAA0021-S01,HIAA0021,Arts of Asia,976,999,List Art Center 110,T,32400,37200
Spring%202016,26189,HIAA1304-S01,HIAA1304,"Spectacle! Games, Gladiators, Performance, and Ceremony in the Roman World",9,20,List Art Center 210,T,57600,66600
Spring%202016,26291,HIAA1101-S01,HIAA1101,Introduction to Architectural Design Studio ,3,12,List Art Center 220,F,54000,63000
Spring%202016,25710,HIAA0550-S01,HIAA0550,"Gold, Wool and Stone:  Painters and Bankers in Renaissance Tuscany",969,999,List Art Center 110,T,46800,51600
Spring%202016,26106,HIAA0660-S01,HIAA0660,Giotto to Watteau:  Introduction to the Art of Europe from Renaissance to French Revolution,973,999,List Art Center 220,T,52200,57000
Spring%202016,25845,HIAA1850H-S01,HIAA1850H,"Berlin: Architecture, Politics and Memory",0,12,List Art Center 220,R,57600,66600
Spring%202016,26642,HIAA1305-S01,HIAA1305,Pre-Columbian Art + Architecture,15,20,List Art Center 220,T,46800,51600
Spring%202016,25831,HIAA1600A-S01,HIAA1600A,Bosch and Bruegel: Art Turns the World Upside Down,8,20,List Art Center 220,W,54000,63000
Spring%202016,26420,HIAA2400B-S01,HIAA2400B,Global Medieval Architecture,15,20,List Art Center 210,F,54000,63000
Spring%202016,26110,HIAA2210-S01,HIAA2210,Asian Reprographics A Long History of Impression,17,20,List Art Center 210,R,57600,66600
Spring%202016,26188,HIAA1870-S01,HIAA1870,"Cannibalism, Inversion, and Hybridity: Creative Disobedience in the Americas ",2,20,List Art Center 220,W,63600,72000
Spring%202016,26365,HIAA1910F-S01,HIAA1910F,City Senses: Urbanism Beyond Visual Spectacle,0,20,List Art Center 220,T,57600,66600
Spring%202016,24064,HIAA1930-S01,HIAA1930,The History and Methods of Art Historical Interpretation,8,20,List Art Center 220,M,54000,63000
Spring%202016,24248,HIAA2540D-S01,HIAA2540D,The Theater that was Rome,11,15,List Art Center 210,W,54000,63000
Spring%202016,25352,ENGN0020-S01,ENGN0020,Transforming Society-Technology and Choices for the Future,887,999,Barus & Holley 168,M,39600,42600
Spring%202016,25357,ENGN0040-S01,ENGN0040,Dynamics and Vibrations,840,999,Barus & Holley 166,T,32400,37200
Spring%202016,25364,ENGN0120B-S01,ENGN0120B,Crossing the Space Chasm Through Engineering Design,-9,18,Barus & Holley 161,M,50400,53400
Spring%202016,25363,ENGN0120A-S01,ENGN0120A,Crossing the Consumer Chasm by Design,-9,18,Barus & Holley 161,M,39600,42600
Spring%202016,25366,ENGN0520-S01,ENGN0520,Electrical Circuits and Signals,914,999,Barus & Holley 166,M,36000,39000
Spring%202016,25375,ENGN0720-S01,ENGN0720,Thermodynamics,863,999,Barus & Holley 166,T,52200,57000
Spring%202016,25378,ENGN0900-S01,ENGN0900,Managerial Decision Making,765,999,Barus & Holley 166,T,46800,51600
Spring%202016,25380,ENGN0930A-S01,ENGN0930A,Appropriate Technology,-1,140,Barus & Holley 166,M,54000,58800
Spring%202016,25384,ENGN1000-S01,ENGN1000,Projects in Engineering Design,24,40, ,M,54000,63000
Spring%202016,25386,ENGN1010-S01,ENGN1010,The Entrepreneurial Process: Innovation in Practice,-3,35,Wilson Hall 301,T,37800,42600
Spring%202016,25389,ENGN1110-S01,ENGN1110,Transport and Biotransport Processes,0,40,54 College St-Gerard House 119,T,52200,57000
Spring%202016,25382,ENGN0930C-S01,ENGN0930C,DesignStudio,4,16,Prince Laboratory 222,T,32400,42600
Spring%202016,25391,ENGN1140-S01,ENGN1140,Chemical Process Design,987,999,Barus & Holley 163,T,67200,72000
Spring%202016,25383,ENGN0931-S01,ENGN0931,Internet of Everything,0,30,Barus & Holley 160,T,67200,72000
Spring%202016,25392,ENGN1210-S01,ENGN1210,Biomechanics,968,999,Barus & Holley 158,M,50400,53400
Spring%202016,25393,ENGN1220-S01,ENGN1220,Neuroengineering,968,999,Barus & Holley 163,T,46800,51600
Spring%202016,25394,ENGN1300-S01,ENGN1300,Structural Analysis,990,999,Barus & Holley 160,M,32400,35400
Spring%202016,25388,ENGN1010-S03,ENGN1010,The Entrepreneurial Process: Innovation in Practice,-7,35,Wilson Hall 301,T,32400,37200
Spring%202016,25396,ENGN1360-S01,ENGN1360,Soil Mechanics and Principles of Foundation Engineering,33,40,Barus & Holley 160,M,54000,63000
Spring%202016,25395,ENGN1340-S01,ENGN1340,Water Supply and Wastewater Treatment,29,40,Barus & Holley 165,W,54000,63000
Spring%202016,25397,ENGN1370-S01,ENGN1370,Advanced Engineering Mechanics,974,999,Barus & Holley 163,T,32400,37200
Spring%202016,25398,ENGN1420-S01,ENGN1420,Kinetics Processes in Materials Science and Engineering,983,999,Barus & Holley 165,T,32400,37200
Spring%202016,25785,ENGN1480-S01,ENGN1480,Metallic Materials,980,999,Barus & Holley 751,T,37800,42600
Spring%202016,25405,ENGN1690-S01,ENGN1690,Photonics and Applications,996,999,Barus & Holley 155,T,52200,57000
Spring%202016,25402,ENGN1620-S01,ENGN1620,Analysis and Design of Electronic Circuits,981,999,Barus & Holley 163,M,50400,53400
Spring%202016,25407,ENGN1710-S01,ENGN1710,Heat and Mass Transfer,947,999,Barus & Holley 751,T,43200,48000
Spring%202016,25403,ENGN1640-S01,ENGN1640,Design of Computing Systems,984,999,Barus & Holley 163,M,36000,39000
Spring%202016,25401,ENGN1560-S01,ENGN1560,Applied Electromagnetics,985,999,Barus & Holley 141,M,43200,46200
Spring%202016,26112,ENGN1580-S01,ENGN1580,Communication Systems,978,999,Barus & Holley 159,T,67200,72000
Spring%202016,25408,ENGN1720-S01,ENGN1720,Design of Engines and Turbines,982,999,Barus & Holley 165,M,30600,35400
Spring%202016,25409,ENGN1740-S01,ENGN1740,Computer Aided Visualization and Design,22,70,MacMillan Hall 115,T,67200,72000
Spring%202016,25962,ENGN1931A-S01,ENGN1931A,Photovoltaics Engineering,5,20,Barus & Holley 159,W,54000,63000
Spring%202016,25411,ENGN1860-S01,ENGN1860,Advanced Fluid Mechanics,976,999,Barus & Holley 161,M,36000,39000
Spring%202016,25410,ENGN1760-S01,ENGN1760,Design of Space Systems,985,999,Barus & Holley 161,M,46800,49800
Spring%202016,25412,ENGN1930B-S01,ENGN1930B,Photonics and Biophotonics,992,999,Barus & Holley 160,M,43200,46200
Spring%202016,26479,ENGN1931H-S01,ENGN1931H,Technology + Development,34,40,Barus & Holley 153,F,54000,63000
Spring%202016,25414,ENGN1930U-S01,ENGN1930U,Renewable Energy Technologies,987,999,Barus & Holley 157,M,43200,46200
Spring%202016,25413,ENGN1930D-S01,ENGN1930D,Large Scale Engineering Design Project ,996,999,Barus & Holley 158,T,67200,72000
Spring%202016,25416,ENGN2020-S01,ENGN2020,Mathematical Methods in Engineering and Physics II,955,999,Kassar House FOX,M,67200,72000
Spring%202016,25417,ENGN2120-S01,ENGN2120,Business Engineering Fundamentals II,7,40,Barus & Holley 751,W,54000,64200
Spring%202016,25421,ENGN2220-S01,ENGN2220,Mechanics of Solids,989,999,Barus & Holley 155,M,36000,39000
Spring%202016,25439,ENGN2500-S01,ENGN2500,Medical Image Analysis,992,999,Barus & Holley 159,T,52200,57000
Spring%202016,26393,ENGN2290-S01,ENGN2290,Plasticity,987,999,Barus & Holley 159,M,50400,53400
Spring%202016,25641,ENGN2420-S01,ENGN2420,Kinetic Processes and Mechanisms in Materials Science,991,999,Barus & Holley 157,M,30600,35400
Spring%202016,26377,ENGN2400-S01,ENGN2400,Electron Microscopy in Materials Science,994,999,MacMillan Hall 305,T,32400,37200
Spring%202016,25419,ENGN2160-S01,ENGN2160,Technology Entrepreneurship and Commercialization II,6,40,Barus & Holley 751,M,54000,64200
Spring%202016,25418,ENGN2140-S01,ENGN2140,Innovation and Technology Management II,7,40,Barus & Holley 751,T,54000,64200
Spring%202016,25420,ENGN2180-S01,ENGN2180,Globalization Immersion Experience and Entrepreneurship Laboratory,6,40,Barus & Holley 751,R,54000,64200
Spring%202016,26116,ENGN2502-S01,ENGN2502,3D Photography,30,40,Barus & Holley 157,R,57600,66600
Spring%202016,25422,ENGN2760-S01,ENGN2760,Heat and Mass Transfer,995,999,Barus & Holley 160,M,36000,39000
Spring%202016,25441,ENGN2660-S01,ENGN2660,Physics and Technology of Semiconductor Heterostructures,991,999,Barus & Holley 723,T,57600,62400
Spring%202016,25423,ENGN2820-S01,ENGN2820,Fluid Mechanics II,983,999,Barus & Holley 155,M,43200,46200
Spring%202016,25424,ENGN2910G-S01,ENGN2910G,Topics in Translational Research and Technologies,3,40,Barus & Holley 141,F,54000,63000
Spring%202016,26487,ENGN2910O-S01,ENGN2910O,Atomistic Simulation in Mechanics and Physics,32,40,Barus & Holley 159,F,54000,63000
Spring%202016,25425,ENGN2910Q-S01,ENGN2910Q,Chemical Kinetics and Reactor Engineering,993,999,Barus & Holley 165,M,46800,49800
Spring%202016,25426,ENGN2910S-S01,ENGN2910S,Cancer Nanotechnology,978,999,Barus & Holley 155,M,46800,49800
Spring%202016,26052,ENGN2912R-S01,ENGN2912R,Implantable Devices,28,52,Barus & Holley 751,T,48600,53400
Spring%202016,26594,ENGN2911S-S01,ENGN2911S,Molecular Processes in Environmental Science and Technology,988,999,J. Walter Wilson 301,T,30600,35400
Spring%202016,25644,ENGN2920A-S01,ENGN2920A,Complex Fluids: Particles and Interfaces,994,999,Barus & Holley 751,M,32400,37200
Spring%202016,25859,ENGN2912P-S01,ENGN2912P,Topics in Optimization,969,999,Barus & Holley 159,M,39600,42600
Spring%202016,25427,ENGN2930-S01,ENGN2930,Atomistic Modeling of Materials,24,40,Barus & Holley 163,M,54000,63000
Spring%202016,24882,CLAS0210B-S01,CLAS0210B,Death in Ancient Greece,9,20,Sayles Hall 200,T,46800,51600
Spring%202016,24915,CLAS0850-S01,CLAS0850,Mythology of India,987,999,Wilson Hall 205,T,52200,57000
Spring%202016,24937,CLAS1120M-S01,CLAS1120M,Plato,994,999,Salomon Center 202,T,67200,72000
Spring%202016,24875,CLAS1120R-S01,CLAS1120R,Social Conflict and Political Factions in the Roman Republic,992,999,Sayles Hall 200,M,39600,42600
Spring%202016,24911,CLAS1160-S01,CLAS1160,Classics of Indian Literature,990,999,111 Thayer St-Watson Institute 138,T,37800,42600
Spring%202016,25199,CLAS1420-S01,CLAS1420,The Culture of Death in Ancient Rome,996,999,Wilson Hall 109A,M,50400,53400
Spring%202016,24881,CLAS1120U-S01,CLAS1120U,The American Presidents and the Western Tradition,947,999,Wilson Hall 101,M,46800,49800
Spring%202016,25468,CLAS1750R-S01,CLAS1750R,Holy Places and Sacred Spaces in Ancient Greece,12,17,Rockefeller Library 205,M,36000,39000
Spring%202016,25068,CLAS1220-S01,CLAS1220,The Fall of Empires and Rise of Kings: Greek History 479 to 323 BC,983,999,Wilson Hall 101,M,36000,39000
Spring%202016,24884,CLAS1750L-S01,CLAS1750L,Erotic Desire in the Premodern Mediterranean,16,25,70 Brown Street 130,T,46800,51600
Spring%202016,25774,CLAS1750P-S01,CLAS1750P,Staging the Law: Classical Literature and Renaissance Drama ,994,999,48 College St-Macfarlane House 101,T,37800,42600
Spring%202016,25094,VISA0100-S02,VISA0100,Studio Foundation,1,19,List Art Center 325,M,36000,42600
Spring%202016,25092,VISA0100-S01,VISA0100,Studio Foundation,-2,19,List Art Center 225,T,46800,53400
Spring%202016,25095,VISA0100-S03,VISA0100,Studio Foundation,1,19,List Art Center 325,M,57600,64200
Spring%202016,25096,VISA0100-S04,VISA0100,Studio Foundation,2,19,List Art Center 225,T,57600,64200
Spring%202016,25100,VISA0100-S08,VISA0100,Studio Foundation,5,19,List Art Center 225,M,57600,64200
Spring%202016,25101,VISA0100-S09,VISA0100,Studio Foundation,-1,19,List Art Center 325,T,57600,64200
Spring%202016,26065,VISA0100-S10,VISA0100,Studio Foundation,6,19,List Art Center 325,M,46800,53400
Spring%202016,25098,VISA0100-S06,VISA0100,Studio Foundation,4,19,List Art Center 225,T,36000,42600
Spring%202016,25097,VISA0100-S05,VISA0100,Studio Foundation,2,19,List Art Center 325,M,68400,75000
Spring%202016,26058,VISA0120-S01,VISA0120,Foundation Media: Sound and Image,-4,17,List Art Center 315,M,36000,42600
Spring%202016,26059,VISA0120-S02,VISA0120,Foundation Media: Sound and Image,-4,12,List Art Center 315,T,46800,53400
Spring%202016,25105,VISA1120-S01,VISA1120,Drawing II,0,20,List Art Center 325,T,43200,57000
Spring%202016,25108,VISA1250-S01,VISA1250,Art of the Book,3,15,List Art Center 323,M,46800,60600
Spring%202016,25107,VISA1210A-S01,VISA1210A,Big Woodcut,3,17,List Art Center 310,T,46800,57000
Spring%202016,25109,VISA1310-S01,VISA1310,Painting I,-2,14,List Art Center 510,T,46800,60600
Spring%202016,26057,VISA1210D-S01,VISA1210D,Lithography,1,17,List Art Center 310,T,32400,42600
Spring%202016,25110,VISA1420-S01,VISA1420,Sculpture II: Conceptual Propositions,13,18,List Art Center B10,T,46800,60600
Spring%202016,25111,VISA1510-S01,VISA1510,Black and White Photography,-3,15,List Art Center 321,M,32400,42600
Spring%202016,25114,VISA1800P-S01,VISA1800P,Art/Work: Professional Practice for Visual Artists,5,20,List Art Center 225,F,46800,60600
Spring%202016,25113,VISA1800A-S01,VISA1800A,Accessorizing Painting: The Exalted Surface,5,14,List Art Center 510,M,46800,60600
Spring%202016,26062,VISA1710-S01,VISA1710,New Genre: Site and Sound,6,15,Granoff Ctr for Creative Arts N430,M,46800,60600
Spring%202016,25112,VISA1520-S01,VISA1520,Digital Photography,-5,15,List Art Center 315,M,46800,57000
Spring%202016,23838,EDUC0410E-S01,EDUC0410E,Empowering Youth: Insights from Research on Urban Adolescents,-2,20,11 Benevolent Street - Arnold LOUNGE,M,43200,46200
Spring%202016,23847,EDUC0610-S01,EDUC0610,Brown v. Board of Education,10,20,J. Walter Wilson 403,R,57600,66600
Spring%202016,25885,EDUC0950-S01,EDUC0950,Learning About Learning: Classrooms in Context,18,40,Barus & Holley 141,T,67200,72000
Spring%202016,23828,EDUC0850-S01,EDUC0850,History of Intercollegiate Athletics,12,30,Barus & Holley 165,T,37800,42600
Spring%202016,26636,EDUC1035-S01,EDUC1035,"Decolonizing African Education: Student Activism and Social Change, 1960-present",991,999,111 Thayer St-Watson Institute 138,T,32400,37200
Spring%202016,26657,EDUC1038-S01,EDUC1038,Contemporary Indigenous Education in North America,2,30,J. Walter Wilson 301,M,30600,35400
Spring%202016,23837,EDUC1100-S01,EDUC1100,Introduction to Qualitative Research Methods,5,20,111 Thayer St-Watson Institute 138,M,54000,63000
Spring%202016,23856,EDUC1080B-S01,EDUC1080B,Analysis of Teaching: History and Social Studies,40,40,Smith-Buonanno Hall G18,W,59400,67800
Spring%202016,23841,EDUC1080A-S01,EDUC1080A,Analysis of Teaching: English,40,40,Sayles Hall 306,W,59400,67800
Spring%202016,23854,EDUC1080C-S01,EDUC1080C,Analysis of Teaching: Science,39,40,Churchill House 106,W,59400,67800
Spring%202016,23830,EDUC1110-S01,EDUC1110,Introductory Statistics for Education Research and Policy Analysis,956,999,Salomon Center 202,T,52200,57000
Spring%202016,23840,EDUC1270-S01,EDUC1270,Adolescent Psychology,934,999,Salomon Center 003,M,46800,49800
Spring%202016,23865,EDUC1650-S01,EDUC1650,Policy Implementation in Education,8,40,Barus & Holley 158,W,54000,63000
Spring%202016,23827,EDUC1200-S01,EDUC1200,History of American School Reform,10,40,Barus & Holley 158,M,39600,42600
Spring%202016,23835,EDUC1580-S01,EDUC1580,Cross-Cultural Perspectives on Child Development,27,50,Wilson Hall 101,M,50400,53400
Spring%202016,26639,EDUC1880-S01,EDUC1880,Human Development in the Context of Immigration,15,30,Barus & Holley 161,T,57600,66600
Spring%202016,26638,EDUC1870-S01,EDUC1870,Education and Human Development in East Asia,3,20,Sayles Hall 005,F,54000,63000
Spring%202016,23845,EDUC1690-S01,EDUC1690,"Literacy, Community, and the Arts: Theory into Practice",10,40,Wilson Hall 101,M,54000,63000
Spring%202016,23846,EDUC1720-S01,EDUC1720,Urban Schools in Historical Perspective,10,30,Barus & Holley 158,T,46800,51600
Spring%202016,23844,EDUC2080A-S01,EDUC2080A,Analysis of Teaching: English,27,40,Sayles Hall 306,W,59400,67800
Spring%202016,23849,EDUC2350-S01,EDUC2350,Economics of Education II,22,40,340 Brook Street DEWEY,W,57600,66600
Spring%202016,23833,EDUC2080C-S01,EDUC2080C,Analysis of Teaching: Science,36,40,Churchill House 106,W,59400,67800
Spring%202016,23839,EDUC2150-S01,EDUC2150,Language and Literacy in the Elementary School Classroom,28,40,340 Brook Street DEWEY,T,57600,66600
Spring%202016,23863,EDUC2280-S01,EDUC2280,Seminar: Principles of Learning and Teaching,28,40,340 Brook Street DEWEY,R,57600,66600
Spring%202016,23834,EDUC2140-S01,EDUC2140,"Methods and Materials of Math, Science, and Technology",28,40,340 Brook Street DEWEY,F,48600,57600
Spring%202016,23858,EDUC2080B-S01,EDUC2080B,Analysis of Teaching: History and Social Studies,32,40,Smith-Buonanno Hall G18,W,59400,67800
Spring%202016,23850,EDUC2360-S01,EDUC2360,Policy Analysis and Program Evaluation for Education,18,40,CIT Center (Thomas Watson CIT) 201,M,57600,66600
Spring%202016,24289,PHYS0040-S02,PHYS0040,Basic Physics,901,999,Barus & Holley 166,M,43200,46200
Spring%202016,24288,PHYS0040-S01,PHYS0040,Basic Physics,862,999,Barus & Holley 166,M,39600,42600
Spring%202016,24301,PHYS0060-S01,PHYS0060,Foundations of Electromagnetism and Modern Physics,947,999,Barus & Holley 166,M,30600,35400
Spring%202016,25803,PHYS0113-S01,PHYS0113,Squishy Physics,9,20,Barus & Holley 165,M,54000,63000
Spring%202016,25703,PHYS0114-S01,PHYS0114,The Science and Technology of Energy,-6,20,Barus & Holley 153,T,52200,57000
Spring%202016,24311,PHYS0160-S01,PHYS0160,Introduction to Relativity and Quantum Physics,955,999,Barus & Holley 168,M,32400,35400
Spring%202016,24318,PHYS0220-S01,PHYS0220,Astronomy,923,999,Barus & Holley 168,T,37800,42600
Spring%202016,24495,PHYS1170-S01,PHYS1170,Introduction to Nuclear and High Energy Physics,994,999,Barus & Holley 155,M,50400,53400
Spring%202016,24496,PHYS1250-S01,PHYS1250,Stellar Structure and the Interstellar Medium,987,999,Barus & Holley 330,M,46800,49800
Spring%202016,24320,PHYS0560-S01,PHYS0560,Experiments in Modern Physics,975,999,Barus & Holley 153,M,39600,42600
Spring%202016,24319,PHYS0500-S01,PHYS0500,Advanced Classical Mechanics,961,999,Barus & Holley 153,M,36000,39000
Spring%202016,24326,PHYS2010-S01,PHYS2010,Techniques in Experimental Physics,33,40,Barus & Holley 153,W,54000,63000
Spring%202016,25801,PHYS1970F-S01,PHYS1970F,Quantum Information,984,999,Barus & Holley 160,T,52200,57000
Spring%202016,24328,PHYS2060-S01,PHYS2060,Quantum Mechanics,956,999,Barus & Holley 158,M,36000,39000
Spring%202016,24321,PHYS1420-S01,PHYS1420,Quantum Mechanics B,983,999,Barus & Holley 158,M,32400,35400
Spring%202016,25185,PHYS2100-S01,PHYS2100,General Relativity and Cosmology,965,999,Barus & Holley 153,T,46800,51600
Spring%202016,24327,PHYS2040-S01,PHYS2040,Classical Theoretical Physics II,971,999,Barus & Holley 158,T,37800,42600
Spring%202016,24332,PHYS2420-S01,PHYS2420,Solid State Physics II,996,999,Barus & Holley 330,T,37800,42600
Spring%202016,24322,PHYS1560-S01,PHYS1560,Modern Physics Laboratory,992,999,Barus & Holley 160,T,32400,37200
Spring%202016,24331,PHYS2300-S01,PHYS2300,Quantum Theory of Fields I,984,999,Barus & Holley 555,T,32400,37200
Spring%202016,24329,PHYS2140-S01,PHYS2140,Statistical Mechanics,979,999,Barus & Holley 165,T,46800,51600
