date,seafood,temp,windspeed,rain,snow
7:30 PM April 18 2015,0,16.7,31.5,0,0
7:30 AM April 20 2015,0,6.7,16.7,0,0
7:45 AM April 20 2015,0,6.7,16.7,0,0
8:00 AM April 20 2015,0,6.7,16.7,0,0
8:15 AM April 20 2015,0,6.7,16.7,0,0
8:30 AM April 20 2015,0,6.7,16.7,0,0
8:45 AM April 20 2015,0,6.7,13.0,0,0
9:00 AM April 20 2015,0,6.7,13.0,0,0
9:15 AM April 20 2015,0,6.7,13.0,0,0
9:30 AM April 20 2015,0,7.8,14.8,0,0
9:45 AM April 20 2015,0,7.8,14.8,0,0
10:00 AM April 20 2015,0,7.8,14.8,0,0
10:15 AM April 20 2015,0,7.8,14.8,0,0
10:30 AM April 20 2015,0,8.3,13.0,1,0
10:45 AM April 20 2015,0,8.3,13.0,1,0
11:00 AM April 20 2015,0,8.3,13.0,1,0
11:15 AM April 20 2015,0,8.3,13.0,1,0
11:30 AM April 20 2015,0,9.4,25.9,1,0
11:45 AM April 20 2015,0,9.4,25.9,1,0
12:00 PM April 20 2015,0,9.4,25.9,1,0
12:15 PM April 20 2015,0,9.4,25.9,1,0
12:30 PM April 20 2015,0,8.9,25.9,1,0
12:45 PM April 20 2015,0,8.9,25.9,1,0
1:00 PM April 20 2015,0,8.9,25.9,1,0
1:15 PM April 20 2015,0,8.9,25.9,1,0
1:30 PM April 20 2015,0,9.4,27.8,1,0
1:45 PM April 20 2015,0,9.4,27.8,1,0
2:00 PM April 20 2015,0,10.0,25.9,1,0
2:15 PM April 20 2015,0,10.0,25.9,1,0
2:30 PM April 20 2015,0,10.0,20.4,1,0
2:45 PM April 20 2015,0,10.0,20.4,1,0
3:00 PM April 20 2015,0,10.0,20.4,1,0
3:15 PM April 20 2015,0,10.0,20.4,1,0
3:30 PM April 20 2015,0,10.6,22.2,1,0
3:45 PM April 20 2015,0,10.6,22.2,1,0
4:00 PM April 20 2015,0,10.6,22.2,1,0
4:15 PM April 20 2015,0,10.6,20.4,1,0
4:30 PM April 20 2015,0,10.6,20.4,1,0
4:45 PM April 20 2015,0,11.7,27.8,1,0
5:00 PM April 20 2015,0,11.7,27.8,1,0
5:15 PM April 20 2015,0,11.7,27.8,1,0
5:30 PM April 20 2015,0,12.2,24.1,1,0
5:45 PM April 20 2015,0,12.2,24.1,1,0
6:00 PM April 20 2015,0,12.2,35.2,1,0
6:15 PM April 20 2015,0,12.2,35.2,1,0
6:30 PM April 20 2015,0,12.2,38.9,1,0
6:45 PM April 20 2015,0,12.2,38.9,1,0
7:00 PM April 20 2015,0,12.2,44.4,1,0
7:15 PM April 20 2015,0,11.7,27.8,1,0
7:30 PM April 20 2015,0,11.7,27.8,1,0
7:30 AM April 21 2015,0,12.2,14.8,1,0
7:45 AM April 21 2015,0,12.2,14.8,1,0
8:00 AM April 21 2015,0,12.2,14.8,1,0
8:15 AM April 21 2015,0,12.2,14.8,1,0
8:30 AM April 21 2015,0,12.2,14.8,1,0
8:45 AM April 21 2015,0,13.9,11.1,0,0
9:00 AM April 21 2015,0,13.9,11.1,0,0
9:15 AM April 21 2015,0,13.9,11.1,0,0
9:30 AM April 21 2015,0,16.7,14.8,0,0
9:45 AM April 21 2015,0,16.7,14.8,0,0
10:00 AM April 21 2015,0,16.7,14.8,0,0
10:15 AM April 21 2015,0,16.7,14.8,0,0
10:30 AM April 21 2015,0,19.4,14.8,0,0
10:45 AM April 21 2015,0,19.4,14.8,0,0
11:00 AM April 21 2015,0,19.4,14.8,0,0
11:15 AM April 21 2015,0,19.4,14.8,0,0
11:30 AM April 21 2015,0,19.4,33.3,0,0
11:45 AM April 21 2015,0,19.4,33.3,0,0
12:00 PM April 21 2015,0,19.4,33.3,0,0
12:15 PM April 21 2015,0,19.4,33.3,0,0
12:30 PM April 21 2015,0,20.0,27.8,0,0
12:45 PM April 21 2015,0,20.0,27.8,0,0
1:00 PM April 21 2015,0,20.0,27.8,0,0
1:15 PM April 21 2015,0,20.0,27.8,0,0
1:30 PM April 21 2015,0,20.0,20.4,0,0
1:45 PM April 21 2015,0,20.0,20.4,0,0
2:00 PM April 21 2015,0,20.0,20.4,0,0
2:15 PM April 21 2015,0,20.0,20.4,0,0
2:30 PM April 21 2015,0,18.3,24.1,0,0
2:45 PM April 21 2015,0,18.3,24.1,0,0
3:00 PM April 21 2015,0,18.3,24.1,0,0
3:15 PM April 21 2015,0,18.3,24.1,0,0
3:30 PM April 21 2015,0,18.3,25.9,0,0
3:45 PM April 21 2015,0,18.3,25.9,0,0
4:00 PM April 21 2015,0,18.3,25.9,0,0
4:15 PM April 21 2015,0,18.3,25.9,0,0
4:30 PM April 21 2015,0,18.3,16.7,0,0
4:45 PM April 21 2015,0,18.3,16.7,0,0
5:00 PM April 21 2015,0,18.3,16.7,0,0
5:15 PM April 21 2015,0,18.3,16.7,0,0
5:30 PM April 21 2015,0,18.3,18.5,0,0
5:45 PM April 21 2015,0,18.3,18.5,0,0
6:00 PM April 21 2015,0,18.3,18.5,0,0
6:15 PM April 21 2015,0,18.3,18.5,0,0
6:30 PM April 21 2015,0,17.2,14.8,0,0
6:45 PM April 21 2015,0,17.2,14.8,0,0
7:00 PM April 21 2015,0,17.2,14.8,0,0
7:15 PM April 21 2015,0,17.2,14.8,0,0
7:30 PM April 21 2015,0,15.6,9.3,0,0
8:00 AM April 22 2015,0,13.9,9.3,0,0
8:15 AM April 22 2015,0,13.9,9.3,0,0
8:30 AM April 22 2015,0,13.9,9.3,0,0
8:45 AM April 22 2015,0,13.9,9.3,0,0
9:00 AM April 22 2015,0,13.9,9.3,0,0
9:15 AM April 22 2015,0,13.9,9.3,0,0
9:30 AM April 22 2015,0,16.1,18.5,0,0
9:45 AM April 22 2015,0,16.1,18.5,0,0
10:00 AM April 22 2015,0,16.1,18.5,0,0
10:15 AM April 22 2015,0,16.1,18.5,0,0
10:30 AM April 22 2015,0,16.1,18.5,0,0
10:45 AM April 22 2015,0,16.1,18.5,0,0
11:00 AM April 22 2015,0,16.1,18.5,0,0
11:15 AM April 22 2015,0,16.1,18.5,0,0
11:30 AM April 22 2015,0,17.8,20.4,0,0
11:45 AM April 22 2015,0,17.8,20.4,0,0
12:00 PM April 22 2015,0,17.8,20.4,0,0
12:15 PM April 22 2015,0,17.8,20.4,0,0
12:30 PM April 22 2015,0,18.9,24.1,0,0
12:45 PM April 22 2015,0,18.9,24.1,0,0
1:00 PM April 22 2015,0,18.9,24.1,0,0
1:15 PM April 22 2015,0,18.9,24.1,0,0
1:30 PM April 22 2015,0,16.7,35.2,0,0
1:45 PM April 22 2015,0,16.7,35.2,0,0
2:00 PM April 22 2015,0,16.7,35.2,0,0
2:15 PM April 22 2015,0,16.7,35.2,0,0
2:30 PM April 22 2015,0,16.1,27.8,0,0
2:45 PM April 22 2015,0,16.1,27.8,0,0
3:00 PM April 22 2015,0,16.1,27.8,0,0
3:15 PM April 22 2015,0,16.1,27.8,0,0
3:30 PM April 22 2015,0,15.6,25.9,0,0
3:45 PM April 22 2015,0,15.6,25.9,0,0
4:00 PM April 22 2015,1,15.6,25.9,0,0
4:15 PM April 22 2015,1,15.6,25.9,0,0
4:30 PM April 22 2015,1,14.4,22.2,0,0
4:45 PM April 22 2015,1,14.4,22.2,0,0
5:00 PM April 22 2015,1,14.4,22.2,0,0
5:15 PM April 22 2015,1,14.4,22.2,0,0
5:30 PM April 22 2015,1,13.3,20.4,0,0
5:45 PM April 22 2015,1,13.3,20.4,0,0
6:00 PM April 22 2015,1,13.3,20.4,0,0
6:15 PM April 22 2015,1,14.4,35.2,1,0
6:30 PM April 22 2015,1,14.4,35.2,1,0
6:45 PM April 22 2015,1,14.4,31.5,0,0
7:00 PM April 22 2015,1,14.4,31.5,0,0
7:15 PM April 22 2015,1,14.4,31.5,0,0
7:30 PM April 22 2015,1,13.3,38.9,1,0
8:00 AM April 23 2015,0,6.7,24.1,0,0
8:15 AM April 23 2015,0,6.7,24.1,0,0
8:30 AM April 23 2015,0,6.7,24.1,0,0
8:45 AM April 23 2015,0,6.7,24.1,0,0
9:00 AM April 23 2015,0,6.7,24.1,0,0
9:15 AM April 23 2015,0,6.7,24.1,0,0
9:30 AM April 23 2015,0,8.3,22.2,0,0
9:45 AM April 23 2015,0,8.3,22.2,0,0
10:00 AM April 23 2015,0,8.3,22.2,0,0
10:15 AM April 23 2015,0,8.3,22.2,0,0
10:30 AM April 23 2015,0,7.8,25.9,0,0
10:45 AM April 23 2015,0,7.8,25.9,0,0
11:00 AM April 23 2015,0,7.8,25.9,0,0
11:15 AM April 23 2015,0,7.8,25.9,0,0
11:30 AM April 23 2015,0,8.9,27.8,0,0
11:45 AM April 23 2015,0,8.9,27.8,0,0
12:00 PM April 23 2015,0,8.9,27.8,0,0
12:15 PM April 23 2015,0,8.9,27.8,0,0
12:30 PM April 23 2015,0,8.9,29.6,0,0
12:45 PM April 23 2015,0,8.9,29.6,0,0
1:00 PM April 23 2015,0,8.9,29.6,0,0
1:15 PM April 23 2015,0,8.9,29.6,0,0
1:30 PM April 23 2015,0,8.3,27.8,0,0
1:45 PM April 23 2015,0,8.3,27.8,0,0
2:00 PM April 23 2015,0,8.3,27.8,0,0
2:15 PM April 23 2015,0,8.3,27.8,0,0
2:30 PM April 23 2015,0,8.3,25.9,0,0
2:45 PM April 23 2015,0,8.3,25.9,0,0
3:00 PM April 23 2015,0,8.3,25.9,0,0
3:15 PM April 23 2015,0,8.3,25.9,0,0
3:30 PM April 23 2015,0,8.9,24.1,0,0
3:45 PM April 23 2015,0,8.9,24.1,0,0
4:00 PM April 23 2015,0,8.9,24.1,0,0
4:15 PM April 23 2015,0,8.9,24.1,0,0
4:30 PM April 23 2015,0,8.9,11.1,0,0
4:45 PM April 23 2015,0,8.9,11.1,0,0
5:00 PM April 23 2015,0,8.9,11.1,0,0
5:15 PM April 23 2015,0,8.9,11.1,0,0
5:30 PM April 23 2015,0,8.9,24.1,0,0
5:45 PM April 23 2015,0,8.9,24.1,0,0
6:00 PM April 23 2015,0,8.9,24.1,0,0
6:15 PM April 23 2015,0,8.9,24.1,0,0
6:30 PM April 23 2015,0,7.8,33.3,0,0
6:45 PM April 23 2015,0,7.8,33.3,0,0
7:00 PM April 23 2015,0,7.8,33.3,0,0
7:15 PM April 23 2015,0,7.8,33.3,0,0
7:30 PM April 23 2015,0,6.1,24.1,0,0
8:00 AM April 24 2015,0,4.4,27.8,0,0
8:15 AM April 24 2015,0,4.4,27.8,0,0
8:30 AM April 24 2015,0,4.4,27.8,0,0
8:45 AM April 24 2015,0,4.4,27.8,0,0
9:00 AM April 24 2015,0,4.4,27.8,0,0
9:15 AM April 24 2015,0,4.4,27.8,0,0
9:30 AM April 24 2015,0,6.1,27.8,0,0
9:45 AM April 24 2015,0,6.1,27.8,0,0
10:00 AM April 24 2015,0,6.1,27.8,0,0
10:15 AM April 24 2015,0,6.1,27.8,0,0
10:30 AM April 24 2015,0,7.8,24.1,0,0
10:45 AM April 24 2015,0,7.8,24.1,0,0
11:00 AM April 24 2015,0,7.8,24.1,0,0
11:15 AM April 24 2015,0,7.8,24.1,0,0
11:30 AM April 24 2015,0,8.3,25.9,0,0
11:45 AM April 24 2015,0,8.3,25.9,0,0
12:00 PM April 24 2015,0,8.3,25.9,0,0
12:15 PM April 24 2015,0,8.3,25.9,0,0
12:30 PM April 24 2015,0,8.3,18.5,0,0
12:45 PM April 24 2015,0,8.3,18.5,0,0
1:00 PM April 24 2015,0,8.3,18.5,0,0
1:15 PM April 24 2015,0,8.3,18.5,0,0
1:30 PM April 24 2015,0,10.0,27.8,0,0
1:45 PM April 24 2015,0,10.0,27.8,0,0
2:00 PM April 24 2015,0,10.0,27.8,0,0
2:15 PM April 24 2015,0,10.0,27.8,0,0
2:30 PM April 24 2015,0,10.6,25.9,0,0
2:45 PM April 24 2015,0,10.6,25.9,0,0
3:00 PM April 24 2015,0,10.6,25.9,0,0
3:15 PM April 24 2015,0,10.6,25.9,0,0
3:30 PM April 24 2015,0,9.4,24.1,0,0
3:45 PM April 24 2015,0,9.4,24.1,0,0
4:00 PM April 24 2015,0,9.4,24.1,0,0
4:15 PM April 24 2015,0,9.4,24.1,0,0
4:30 PM April 24 2015,0,8.9,25.9,0,0
4:45 PM April 24 2015,0,8.9,25.9,0,0
5:00 PM April 24 2015,0,8.9,25.9,0,0
5:15 PM April 24 2015,0,8.9,25.9,0,0
5:30 PM April 24 2015,0,8.3,22.2,0,0
5:45 PM April 24 2015,0,8.3,22.2,0,0
6:00 PM April 24 2015,0,8.3,22.2,0,0
6:15 PM April 24 2015,0,8.3,22.2,0,0
6:30 PM April 24 2015,0,7.2,27.8,0,0
6:45 PM April 24 2015,0,7.2,27.8,0,0
7:00 PM April 24 2015,0,7.2,27.8,0,0
7:15 PM April 24 2015,0,7.2,27.8,0,0
7:30 PM April 24 2015,0,6.1,18.5,0,0
8:00 AM April 25 2015,0,5.6,22.2,0,0
8:15 AM April 25 2015,0,5.6,22.2,0,0
8:30 AM April 25 2015,0,5.6,22.2,0,0
8:45 AM April 25 2015,0,5.6,22.2,0,0
9:00 AM April 25 2015,0,5.6,22.2,0,0
9:15 AM April 25 2015,0,5.6,22.2,0,0
9:30 AM April 25 2015,0,7.8,14.8,0,0
9:45 AM April 25 2015,0,7.8,14.8,0,0
10:00 AM April 25 2015,0,7.8,14.8,0,0
10:15 AM April 25 2015,0,7.8,14.8,0,0
10:30 AM April 25 2015,0,9.0,13.0,0,0
10:45 AM April 25 2015,0,9.0,13.0,0,0
11:00 AM April 25 2015,0,9.0,13.0,0,0
11:15 AM April 25 2015,0,9.0,13.0,0,0
11:30 AM April 25 2015,0,11.7,16.7,0,0
11:45 AM April 25 2015,0,11.7,16.7,0,0
12:00 PM April 25 2015,0,11.7,16.7,0,0
12:15 PM April 25 2015,0,11.7,16.7,0,0
12:30 PM April 25 2015,0,12.8,16.7,0,0
12:45 PM April 25 2015,0,12.8,16.7,0,0
1:00 PM April 25 2015,0,12.8,16.7,0,0
1:15 PM April 25 2015,0,12.8,16.7,0,0
1:30 PM April 25 2015,0,13.9,14.8,0,0
1:45 PM April 25 2015,0,13.9,14.8,0,0
2:00 PM April 25 2015,0,13.9,14.8,0,0
2:15 PM April 25 2015,0,13.9,14.8,0,0
2:30 PM April 25 2015,0,13.9,22.2,0,0
2:45 PM April 25 2015,0,13.9,22.2,0,0
3:00 PM April 25 2015,0,13.9,22.2,0,0
3:15 PM April 25 2015,0,13.9,22.2,0,0
3:30 PM April 25 2015,0,15.6,16.7,0,0
3:45 PM April 25 2015,0,15.6,16.7,0,0
4:00 PM April 25 2015,0,15.6,16.7,0,0
4:15 PM April 25 2015,0,15.6,16.7,0,0
4:30 PM April 25 2015,0,13.3,22.2,0,0
4:45 PM April 25 2015,0,13.3,22.2,0,0
5:00 PM April 25 2015,0,13.3,22.2,0,0
5:15 PM April 25 2015,0,13.3,22.2,0,0
5:30 PM April 25 2015,0,13.9,20.4,0,0
5:45 PM April 25 2015,0,13.9,20.4,0,0
6:00 PM April 25 2015,0,13.9,20.4,0,0
6:15 PM April 25 2015,0,13.9,20.4,0,0
6:30 PM April 25 2015,0,12.8,24.1,0,0
6:45 PM April 25 2015,0,12.8,24.1,0,0
7:00 PM April 25 2015,0,12.8,24.1,0,0
7:15 PM April 25 2015,0,12.8,24.1,0,0
7:30 PM April 25 2015,0,11.7,13.0,0,0
8:00 AM April 27 2015,0,10.6,22.2,0,0
8:15 AM April 27 2015,0,10.6,22.2,0,0
8:30 AM April 27 2015,0,10.6,22.2,0,0
8:45 AM April 27 2015,0,10.6,22.2,0,0
9:00 AM April 27 2015,0,10.6,22.2,0,0
9:15 AM April 27 2015,0,10.6,22.2,0,0
9:30 AM April 27 2015,0,12.2,14.8,0,0
9:45 AM April 27 2015,0,12.2,14.8,0,0
10:00 AM April 27 2015,0,12.2,14.8,0,0
10:15 AM April 27 2015,0,12.2,14.8,0,0
10:30 AM April 27 2015,0,13.3,14.8,0,0
10:45 AM April 27 2015,0,13.3,14.8,0,0
11:00 AM April 27 2015,0,13.3,14.8,0,0
11:15 AM April 27 2015,0,13.3,14.8,0,0
11:30 AM April 27 2015,0,14.4,11.1,0,0
11:45 AM April 27 2015,0,14.4,11.1,0,0
12:00 PM April 27 2015,0,14.4,11.1,0,0
12:15 PM April 27 2015,0,14.4,11.1,0,0
12:30 PM April 27 2015,0,14.4,16.7,0,0
12:45 PM April 27 2015,0,14.4,16.7,0,0
1:00 PM April 27 2015,0,14.4,16.7,0,0
1:15 PM April 27 2015,0,14.4,16.7,0,0
1:30 PM April 27 2015,0,13.9,24.1,1,0
1:45 PM April 27 2015,0,13.9,24.1,1,0
2:00 PM April 27 2015,0,13.9,24.1,1,0
2:15 PM April 27 2015,0,13.9,24.1,1,0
2:30 PM April 27 2015,0,14.4,22.2,0,0
2:45 PM April 27 2015,0,14.4,22.2,0,0
3:00 PM April 27 2015,0,14.4,22.2,0,0
3:15 PM April 27 2015,0,14.4,22.2,0,0
3:30 PM April 27 2015,0,14.4,29.6,0,0
3:45 PM April 27 2015,0,14.4,29.6,0,0
4:00 PM April 27 2015,0,14.4,29.6,0,0
4:15 PM April 27 2015,0,14.4,29.6,0,0
4:30 PM April 27 2015,0,13.9,22.2,0,0
4:45 PM April 27 2015,0,13.9,22.2,0,0
5:00 PM April 27 2015,0,13.9,22.2,0,0
5:15 PM April 27 2015,0,13.9,22.2,0,0
5:30 PM April 27 2015,0,13.9,27.8,0,0
5:45 PM April 27 2015,0,13.9,27.8,0,0
6:00 PM April 27 2015,0,13.9,27.8,0,0
6:15 PM April 27 2015,0,13.9,27.8,0,0
6:30 PM April 27 2015,0,12.8,31.5,0,0
6:45 PM April 27 2015,0,12.8,31.5,0,0
7:00 PM April 27 2015,0,12.8,31.5,0,0
7:15 PM April 27 2015,0,12.8,31.5,0,0
7:30 PM April 27 2015,0,11.7,20.4,0,0
7:30 AM April 28 2015,0,7.8,22.2,0,0
7:45 AM April 28 2015,0,7.8,22.2,0,0
8:00 AM April 28 2015,0,7.8,22.2,0,0
8:15 AM April 28 2015,0,7.8,22.2,0,0
8:30 AM April 28 2015,0,8.9,31.5,0,0
8:45 AM April 28 2015,0,10.0,22.2,0,0
9:00 AM April 28 2015,0,10.0,22.2,0,0
9:15 AM April 28 2015,0,10.0,22.2,0,0
9:30 AM April 28 2015,0,9.4,25.9,0,0
9:45 AM April 28 2015,0,9.4,25.9,0,0
10:00 AM April 28 2015,0,9.4,25.9,0,0
10:15 AM April 28 2015,0,9.4,25.9,0,0
10:30 AM April 28 2015,0,10.6,22.2,0,0
10:45 AM April 28 2015,0,10.6,22.2,0,0
11:00 AM April 28 2015,0,10.6,22.2,0,0
11:15 AM April 28 2015,0,10.6,22.2,0,0
11:30 AM April 28 2015,0,11.7,29.6,0,0
11:45 AM April 28 2015,0,11.7,29.6,0,0
12:00 PM April 28 2015,0,11.7,29.6,0,0
12:15 PM April 28 2015,0,11.7,29.6,0,0
12:30 PM April 28 2015,0,13.3,22.2,0,0
12:45 PM April 28 2015,0,13.3,22.2,0,0
1:00 PM April 28 2015,0,13.3,22.2,0,0
1:15 PM April 28 2015,0,13.3,22.2,0,0
1:30 PM April 28 2015,0,15.0,18.5,0,0
1:45 PM April 28 2015,0,15.0,18.5,0,0
2:00 PM April 28 2015,0,15.0,18.5,0,0
2:15 PM April 28 2015,0,15.0,18.5,0,0
2:30 PM April 28 2015,0,17.2,20.4,0,0
2:45 PM April 28 2015,0,17.2,20.4,0,0
3:00 PM April 28 2015,0,17.2,20.4,0,0
3:15 PM April 28 2015,0,17.2,20.4,0,0
3:30 PM April 28 2015,0,17.8,27.8,0,0
3:45 PM April 28 2015,0,17.8,27.8,0,0
4:00 PM April 28 2015,0,17.8,27.8,0,0
4:15 PM April 28 2015,0,17.8,27.8,0,0
4:30 PM April 28 2015,0,18.3,27.8,0,0
4:45 PM April 28 2015,0,18.3,27.8,0,0
5:00 PM April 28 2015,0,18.3,27.8,0,0
5:15 PM April 28 2015,0,18.3,27.8,0,0
5:30 PM April 28 2015,0,17.8,29.6,0,0
5:45 PM April 28 2015,0,17.8,29.6,0,0
6:00 PM April 28 2015,0,17.8,29.6,0,0
6:15 PM April 28 2015,0,17.8,29.6,0,0
6:30 PM April 28 2015,0,16.7,29.6,0,0
6:45 PM April 28 2015,0,16.7,29.6,0,0
7:00 PM April 28 2015,0,16.7,29.6,0,0
7:15 PM April 28 2015,0,16.7,29.6,0,0
7:30 PM April 28 2015,0,15.6,20.4,0,0
8:00 AM April 29 2015,0,16.1,16.7,0,0
8:15 AM April 29 2015,0,16.1,16.7,0,0
8:30 AM April 29 2015,0,16.1,16.7,0,0
8:45 AM April 29 2015,0,16.1,16.7,0,0
9:00 AM April 29 2015,0,16.1,16.7,0,0
9:15 AM April 29 2015,0,16.1,16.7,0,0
9:30 AM April 29 2015,0,17.2,24.1,0,0
9:45 AM April 29 2015,0,17.2,24.1,0,0
10:00 AM April 29 2015,0,17.2,24.1,0,0
10:15 AM April 29 2015,0,17.2,24.1,0,0
10:30 AM April 29 2015,0,17.8,11.1,0,0
10:45 AM April 29 2015,0,17.8,11.1,0,0
11:00 AM April 29 2015,0,17.8,11.1,0,0
11:15 AM April 29 2015,0,17.8,11.1,0,0
11:30 AM April 29 2015,0,17.8,7.4,0,0
11:45 AM April 29 2015,0,17.8,7.4,0,0
12:00 PM April 29 2015,0,17.8,7.4,0,0
12:15 PM April 29 2015,0,17.8,7.4,0,0
12:30 PM April 29 2015,0,14.4,24.1,0,0
12:45 PM April 29 2015,0,14.4,24.1,0,0
1:00 PM April 29 2015,0,12.8,25.9,0,0
1:15 PM April 29 2015,0,12.8,25.9,0,0
1:30 PM April 29 2015,0,12.2,22.2,0,0
1:45 PM April 29 2015,0,12.2,22.2,0,0
2:00 PM April 29 2015,0,12.2,22.2,0,0
2:15 PM April 29 2015,0,12.2,22.2,0,0
2:30 PM April 29 2015,0,12.8,18.5,0,0
2:45 PM April 29 2015,0,12.8,18.5,0,0
3:00 PM April 29 2015,0,12.8,18.5,0,0
3:15 PM April 29 2015,0,12.8,18.5,0,0
3:30 PM April 29 2015,0,12.2,16.7,0,0
3:45 PM April 29 2015,0,12.2,16.7,0,0
4:00 PM April 29 2015,0,12.2,16.7,0,0
4:15 PM April 29 2015,0,12.2,16.7,0,0
4:30 PM April 29 2015,0,12.8,14.8,0,0
4:45 PM April 29 2015,0,12.8,14.8,0,0
5:00 PM April 29 2015,0,12.8,14.8,0,0
5:15 PM April 29 2015,0,12.8,14.8,0,0
5:30 PM April 29 2015,0,11.1,14.8,0,0
5:45 PM April 29 2015,0,11.1,14.8,0,0
6:00 PM April 29 2015,0,11.1,14.8,0,0
6:15 PM April 29 2015,0,11.1,14.8,0,0
6:30 PM April 29 2015,0,10.0,11.1,0,0
6:45 PM April 29 2015,0,10.0,11.1,0,0
7:00 PM April 29 2015,0,10.0,11.1,0,0
7:15 PM April 29 2015,0,10.0,11.1,0,0
7:30 PM April 29 2015,0,10.0,9.3,0,0
8:00 AM April 30 2015,0,10.0,14.8,0,0
8:15 AM April 30 2015,0,10.0,14.8,0,0
8:30 AM April 30 2015,0,10.0,14.8,0,0
8:45 AM April 30 2015,0,10.0,14.8,0,0
9:00 AM April 30 2015,0,10.0,14.8,0,0
9:15 AM April 30 2015,0,10.0,14.8,0,0
9:30 AM April 30 2015,0,10.0,13.0,0,0
9:45 AM April 30 2015,0,10.0,13.0,0,0
10:00 AM April 30 2015,0,10.0,13.0,0,0
10:15 AM April 30 2015,0,10.0,13.0,0,0
10:30 AM April 30 2015,0,10.6,13.0,0,0
10:45 AM April 30 2015,0,10.6,13.0,0,0
11:00 AM April 30 2015,0,10.6,13.0,0,0
11:15 AM April 30 2015,0,10.6,13.0,0,0
11:30 AM April 30 2015,0,11.7,13.0,0,0
11:45 AM April 30 2015,0,11.7,13.0,0,0
12:00 PM April 30 2015,0,11.7,13.0,0,0
12:15 PM April 30 2015,0,11.7,13.0,0,0
12:30 PM April 30 2015,0,13.3,9.3,0,0
12:45 PM April 30 2015,0,13.3,9.3,0,0
1:00 PM April 30 2015,0,13.3,9.3,0,0
1:15 PM April 30 2015,0,13.3,9.3,0,0
1:30 PM April 30 2015,0,15.6,7.4,0,0
1:45 PM April 30 2015,0,15.6,7.4,0,0
2:00 PM April 30 2015,0,15.6,7.4,0,0
2:15 PM April 30 2015,0,15.6,7.4,0,0
2:30 PM April 30 2015,0,15.6,16.7,0,0
2:45 PM April 30 2015,0,15.6,16.7,0,0
3:00 PM April 30 2015,0,15.6,16.7,0,0
3:15 PM April 30 2015,0,15.6,16.7,0,0
3:30 PM April 30 2015,0,14.4,16.7,0,0
3:45 PM April 30 2015,0,14.4,16.7,0,0
4:00 PM April 30 2015,0,14.4,16.7,0,0
4:15 PM April 30 2015,0,14.4,16.7,0,0
4:30 PM April 30 2015,0,11.7,18.5,0,0
4:45 PM April 30 2015,0,11.7,18.5,0,0
5:00 PM April 30 2015,0,11.7,18.5,0,0
5:15 PM April 30 2015,0,11.7,18.5,0,0
5:30 PM April 30 2015,0,11.1,14.8,0,0
5:45 PM April 30 2015,0,11.1,14.8,0,0
6:00 PM April 30 2015,0,11.1,14.8,0,0
6:15 PM April 30 2015,0,11.1,14.8,0,0
6:30 PM April 30 2015,0,10.6,13.0,0,0
6:45 PM April 30 2015,0,10.6,13.0,0,0
7:00 PM April 30 2015,0,10.6,13.0,0,0
7:15 PM April 30 2015,0,10.6,13.0,0,0
7:30 PM April 30 2015,0,10.0,11.1,0,0
8:00 AM May 1 2015,0,8.9,13.0,0,0
8:15 AM May 1 2015,0,8.9,13.0,0,0
8:30 AM May 1 2015,0,8.9,13.0,0,0
8:45 AM May 1 2015,0,8.9,13.0,0,0
9:00 AM May 1 2015,0,8.9,13.0,0,0
9:15 AM May 1 2015,0,8.9,13.0,0,0
9:30 AM May 1 2015,0,9.4,18.5,0,0
9:45 AM May 1 2015,0,9.4,18.5,0,0
10:00 AM May 1 2015,0,9.4,18.5,0,0
10:15 AM May 1 2015,0,9.4,18.5,0,0
10:30 AM May 1 2015,0,10.6,22.2,0,0
10:45 AM May 1 2015,0,10.6,22.2,0,0
11:00 AM May 1 2015,0,10.6,22.2,0,0
11:15 AM May 1 2015,0,10.6,22.2,0,0
11:30 AM May 1 2015,0,11.7,16.7,0,0
11:45 AM May 1 2015,0,11.7,16.7,0,0
12:00 PM May 1 2015,0,11.7,20.4,0,0
12:15 PM May 1 2015,0,11.7,20.4,0,0
12:30 PM May 1 2015,0,12.2,11.1,0,0
12:45 PM May 1 2015,0,12.2,11.1,0,0
1:00 PM May 1 2015,0,12.2,11.1,0,0
1:15 PM May 1 2015,0,12.2,11.1,0,0
1:30 PM May 1 2015,0,12.2,14.8,0,0
1:45 PM May 1 2015,0,12.2,14.8,0,0
2:00 PM May 1 2015,0,12.2,14.8,0,0
2:15 PM May 1 2015,0,12.2,14.8,0,0
2:30 PM May 1 2015,0,13.3,11.1,0,0
2:45 PM May 1 2015,0,13.3,11.1,0,0
3:00 PM May 1 2015,0,13.3,11.1,0,0
3:15 PM May 1 2015,0,13.3,11.1,0,0
3:30 PM May 1 2015,0,13.3,11.1,0,0
3:45 PM May 1 2015,0,13.3,11.1,0,0
4:00 PM May 1 2015,0,13.3,11.1,0,0
4:15 PM May 1 2015,0,13.3,11.1,0,0
4:30 PM May 1 2015,0,15.0,22.2,0,0
4:45 PM May 1 2015,0,15.0,22.2,0,0
5:00 PM May 1 2015,0,15.0,22.2,0,0
5:15 PM May 1 2015,0,15.0,22.2,0,0
5:30 PM May 1 2015,0,13.9,22.2,0,0
5:45 PM May 1 2015,0,13.9,22.2,0,0
